ID,X,Y
342,0.344,0.74
342,0.0,1.0
342,0.0,0.0
342,0.956,0.28
343,0.0,1.0
343,-0.46,0.59
343,0.0,0.0
343,0.505,0.32
344,0.0,0.0
344,-0.525,0.02
344,0.259,0.27
344,0.0,1.0
345,0.0,0.0
345,-0.667,0.79
345,0.035,0.92
345,0.0,1.0
346,0.0,0.0
346,-0.25,0.0
346,0.475,0.13
346,0.0,1.0
347,0.0,1.0
347,0.344,0.66
347,-0.083,0.62
347,0.0,0.0
348,0.0,0.0
348,0.132,0.19
348,-0.81,0.34
348,0.0,1.0
349,0.0,0.0
349,0.657,0.57
349,-0.307,0.6
349,0.0,1.0
350,0.0,0.0
350,0.972,0.17
350,0.633,0.48
350,0.0,1.0
351,-0.464,0.1
351,0.719,0.18
351,0.0,0.0
351,0.0,1.0
352,0.0,1.0
352,-0.406,0.04
352,-0.881,0.01
352,0.0,0.0
353,0.0,0.0
353,0.434,0.9
353,-0.468,0.9
353,0.0,1.0
354,0.0,0.0
354,0.152,0.58
354,-0.167,0.64
354,0.0,1.0
355,0.0,0.0
355,0.655,0.0
355,0.129,0.02
355,0.0,1.0
356,-0.859,0.1
356,0.0,1.0
356,0.0,0.0
356,-0.723,0.01
357,0.0,0.0
357,-0.444,0.36
357,-0.792,0.59
357,0.0,1.0
358,0.455,0.25
358,0.0,1.0
358,0.0,0.0
358,0.288,0.25
359,0.0,0.0
359,0.195,0.07
359,0.632,0.79
359,0.0,1.0
360,0.0,1.0
360,0.0,0.0
360,0.833,0.32
360,0.744,0.43
361,0.147,0.69
361,0.0,1.0
361,0.0,0.0
361,0.336,0.29
362,0.0,0.0
362,-0.704,0.59
362,-0.652,0.75
362,0.0,1.0
363,0.484,0.38
363,0.0,1.0
363,0.0,0.0
363,0.133,0.24
364,0.289,0.01
364,0.388,0.17
364,0.0,1.0
364,0.0,0.0
365,0.0,0.0
365,0.32,0.07
365,-0.222,0.11
365,0.0,1.0
366,-0.316,0.75
366,0.0,1.0
366,-0.672,0.7
366,0.0,0.0
367,0.0,0.0
367,-0.65,0.42
367,-0.284,0.49
367,0.0,1.0
368,0.0,1.0
368,0.0,0.0
368,0.66,0.51
368,-0.01,0.68
369,0.0,0.0
369,-0.654,0.02
369,0.874,0.16
369,0.0,1.0
370,0.87,0.3
370,0.0,1.0
370,0.0,0.0
370,0.47,0.27
371,-0.209,0.41
371,0.0,1.0
371,0.0,0.0
371,-0.791,0.31
372,0.0,0.0
372,-0.585,0.04
372,-0.338,0.24
372,0.0,1.0
373,0.0,0.0
373,-0.827,0.39
373,-0.701,0.6
373,0.0,1.0
374,0.0,1.0
374,-0.841,0.4
374,0.0,0.0
374,0.718,0.27
375,0.0,1.0
375,0.0,0.0
375,0.08,0.03
375,0.029,0.06
376,0.0,1.0
376,0.872,0.54
376,0.024,0.54
376,0.0,0.0
377,0.0,0.0
377,0.416,0.25
377,-0.598,0.39
377,0.0,1.0
378,0.151,0.71
378,0.0,1.0
378,0.0,0.0
378,0.272,0.59
379,0.0,0.0
379,-0.896,0.5
379,-0.309,0.53
379,0.0,1.0
380,0.0,0.0
380,0.614,0.23
380,-0.843,0.33
380,0.0,1.0
381,-0.051,0.21
381,0.0,1.0
381,-0.941,0.14
381,0.0,0.0
382,0.0,0.0
382,0.581,0.3
382,0.435,0.45
382,0.0,1.0
383,0.0,0.0
383,0.98,0.16
383,-0.553,0.32
383,0.0,1.0
384,0.0,1.0
384,-0.113,0.76
384,0.0,0.0
384,-0.294,0.25
385,0.0,0.0
385,-0.809,0.68
385,0.161,0.74
385,0.0,1.0
386,-0.688,0.44
386,0.0,1.0
386,0.544,0.43
386,0.0,0.0
387,0.0,0.0
387,0.119,0.4
387,-0.116,0.41
387,0.0,1.0
388,0.0,0.0
388,-0.916,0.04
388,-0.301,0.64
388,0.0,1.0
389,0.0,1.0
389,0.0,0.0
389,0.39,0.58
389,0.636,0.91
390,0.303,0.19
390,0.0,1.0
390,0.0,0.0
390,-0.424,0.05
391,0.0,1.0
391,0.399,0.44
391,-0.554,0.24
391,0.0,0.0
392,0.0,0.0
392,0.474,0.6
392,0.377,0.73
392,0.0,1.0
393,0.0,0.0
393,0.013,0.13
393,0.705,0.35
393,0.0,1.0
394,0.0,0.0
394,-0.421,0.29
394,0.639,0.62
394,0.0,1.0
395,0.261,0.71
395,0.0,1.0
395,0.0,0.0
395,-0.725,0.5
396,0.0,0.0
396,0.846,0.08
396,-0.476,0.26
396,0.0,1.0
397,0.69,0.15
397,0.0,1.0
397,0.0,0.0
397,0.817,0.03
398,0.0,0.0
398,-0.16,0.05
398,-0.569,0.15
398,0.0,1.0
399,0.0,1.0
399,0.0,0.0
399,0.831,0.13
399,-0.791,0.14
400,-0.569,0.1
400,0.0,1.0
400,0.0,0.0
400,0.5,0.0
